class_id,teacher_id,class_creation_date,student_count,problem_sets_assigned,skill_builders_assigned
23710,295447,2020-04-17 16:13:31.247000-04:00,30,10,0
4893,10410,2019-10-17 12:38:01.152000-04:00,29,5,0
27128,366132,2020-05-07 16:16:51.342000-04:00,24,5,0
20252,232761,2020-04-08 10:36:10.168000-04:00,7,15,0
14872,171517,2020-03-30 10:06:04.232000-04:00,17,11,0
17146,175904,2020-04-02 10:49:52.503000-04:00,17,37,0
7691,105905,2020-02-19 16:12:50.513000-05:00,22,2,0
11152,121002,2020-03-20 17:01:39.485000-04:00,13,10,0
18487,205252,2020-04-04 17:15:39.164000-04:00,13,8,0
26961,362309,2020-05-06 10:04:31.805000-04:00,16,3,0
14626,160371,2020-03-30 01:58:50.142000-04:00,25,41,0
7184,45557,2020-01-28 06:36:01.753000-05:00,10,6,0
3882,51392,2019-09-24 10:01:37.907000-04:00,12,1,0
20020,310998,2020-04-07 17:05:54.981000-04:00,13,5,0
18007,201281,2020-04-03 13:27:35.119000-04:00,18,2,0
23636,139437,2020-04-17 13:49:11.994000-04:00,11,9,0
26725,350881,2020-05-04 09:18:17.719000-04:00,32,15,0
13445,131380,2020-03-26 22:18:34.182000-04:00,2,1,0
9413,118329,2020-03-16 14:29:56.007000-04:00,21,4,0
7711,104471,2020-02-20 10:11:02.792000-05:00,25,18,0
25546,331849,2020-04-26 08:00:30.666000-04:00,8,6,0
2538,28619,2019-09-02 12:00:20.117000-04:00,23,10,0
10042,123491,2020-03-18 08:36:00.702000-04:00,12,1,0
3890,51591,2019-09-24 10:45:40.057000-04:00,18,7,5
15046,152269,2020-03-30 11:30:58.559000-04:00,26,3,1
7541,103872,2020-02-11 14:11:33.172000-05:00,85,12,0
10574,145687,2020-03-19 13:54:48.834000-04:00,13,9,1
22503,205401,2020-04-14 09:56:01.332000-04:00,12,3,2
16277,180007,2020-03-31 17:06:27.320000-04:00,18,4,0
17265,129253,2020-04-02 13:11:50.796000-04:00,15,1,0
22932,278014,2020-04-15 11:52:17.028000-04:00,24,1,0
6723,91615,2020-01-07 13:01:02.135000-05:00,20,11,1
27617,362174,2020-05-13 20:04:57.940000-04:00,17,3,0
19224,208407,2020-04-06 11:55:31.743000-04:00,19,3,0
18894,159873,2020-04-05 20:42:33.588000-04:00,22,1,0
24442,299917,2020-04-20 15:24:39.472000-04:00,1,2,0
18142,203221,2020-04-03 15:24:26.330000-04:00,17,40,0
3688,47611,2019-09-19 11:50:40.903000-04:00,13,1,0
21917,176583,2020-04-13 09:27:31.942000-04:00,29,3,0
24093,298375,2020-04-19 20:27:06.380000-04:00,9,3,0
25639,333020,2020-04-26 20:00:48.340000-04:00,14,6,0
2486,10272,2019-08-31 08:48:38.819000-04:00,30,9,0
11373,95792,2020-03-21 17:38:32.504000-04:00,21,2,0
8400,112381,2020-03-12 10:01:17.958000-04:00,3,1,0
8943,114912,2020-03-13 15:52:05.659000-04:00,47,40,2
18278,191257,2020-04-03 17:23:16.493000-04:00,25,11,0
23209,185148,2020-04-15 21:52:07.816000-04:00,21,1,0
384,4803,2019-03-20 12:38:43.478000-04:00,48,19,0
16494,186550,2020-04-01 09:08:44.598000-04:00,6,1,1
28051,383475,2020-05-22 15:52:45.023000-04:00,11,1,0
24615,311504,2020-04-21 10:39:00.826000-04:00,18,4,0
9940,122263,2020-03-17 17:37:29.928000-04:00,17,0,24
13645,156459,2020-03-27 11:27:23.577000-04:00,15,3,0
18242,201729,2020-04-03 16:52:03.462000-04:00,2,1,0
21831,251813,2020-04-13 01:35:59.681000-04:00,23,12,0
21571,218170,2020-04-12 11:00:07.850000-04:00,22,8,0
14115,151035,2020-03-28 19:53:48.093000-04:00,6,5,1
21512,250544,2020-04-11 19:24:38.162000-04:00,6,14,0
13071,149786,2020-03-26 12:39:20.672000-04:00,21,19,0
6575,83731,2019-12-20 15:36:07.099000-05:00,18,12,0
28380,389018,2020-06-03 11:50:59.158000-04:00,1,3,0
1928,117881,2019-08-22 00:00:10.319000-04:00,13,215,0
21903,264927,2020-04-13 08:53:30.081000-04:00,12,19,0
22957,267252,2020-04-15 12:25:12.848000-04:00,13,21,0
6188,10933,2019-12-03 16:48:01.625000-05:00,3,2,0
26292,300143,2020-04-29 19:49:03.069000-04:00,4,1,0
24162,295380,2020-04-19 23:20:27.631000-04:00,8,18,0
21814,200792,2020-04-13 00:43:37.787000-04:00,31,3,0
11126,133526,2020-03-20 16:07:40.350000-04:00,1,2,0
14328,159634,2020-03-29 15:10:06.197000-04:00,18,4,0
22321,264044,2020-04-13 18:30:07.289000-04:00,12,3,0
23966,303022,2020-04-19 11:27:01.746000-04:00,20,3,0
14653,160423,2020-03-30 06:39:51.372000-04:00,26,62,0
18743,206184,2020-04-05 16:14:36.393000-04:00,38,55,0
22396,199670,2020-04-13 23:07:17.732000-04:00,12,1,0
807,9577,2019-05-29 11:24:14.264000-04:00,13,2,0
12311,146666,2020-03-24 12:39:07.881000-04:00,16,72,0
6028,81971,2019-11-22 10:41:06.494000-05:00,7,2,0
6233,83753,2019-12-04 23:05:49.881000-05:00,32,4,0
7798,107370,2020-02-26 08:21:16.992000-05:00,19,4,0
13850,157789,2020-03-27 16:09:39.675000-04:00,17,3,0
13690,156558,2020-03-27 12:21:05.508000-04:00,11,13,0
9142,81313,2020-03-16 00:20:47.124000-04:00,19,14,0
3876,22414,2019-09-24 02:04:22.619000-04:00,20,4,0
6726,91622,2020-01-07 13:03:00.624000-05:00,11,73,8
22601,270364,2020-04-14 12:21:19.999000-04:00,9,1,0
6249,84645,2019-12-05 11:18:18.153000-05:00,21,4,0
10763,131224,2020-03-19 20:27:29.363000-04:00,21,1,0
26330,349047,2020-04-30 10:11:43.571000-04:00,11,1,0
13293,153666,2020-03-26 15:38:22.518000-04:00,19,3,0
23591,292214,2020-04-17 11:46:47.051000-04:00,16,9,0
13846,153169,2020-03-27 16:02:52.103000-04:00,14,2,0
27835,19786,2020-05-18 14:32:16.841000-04:00,215,1,0
16871,9970,2020-04-01 17:22:22.306000-04:00,24,11,1
9808,115151,2020-03-17 13:08:58.573000-04:00,19,15,0
25615,330163,2020-04-26 18:09:27.564000-04:00,15,2,0
16925,192967,2020-04-01 18:21:00.083000-04:00,66,15,2
21801,141432,2020-04-13 00:03:59.155000-04:00,27,45,32
3772,49514,2019-09-21 19:33:31.196000-04:00,8,4,0
19454,218758,2020-04-06 16:07:33.366000-04:00,5,3,0
18127,195558,2020-04-03 15:10:41.462000-04:00,3,1,0
9624,120269,2020-03-17 10:14:41.802000-04:00,27,21,0
16451,186151,2020-04-01 07:49:25.575000-04:00,1,1,0
1693,16545,2019-08-17 15:20:38.754000-04:00,29,54,0
21458,250425,2020-04-11 13:43:25.140000-04:00,23,2,0
8815,21442,2020-03-13 12:35:05.048000-04:00,27,0,3
10721,130991,2020-03-19 18:35:15.244000-04:00,16,18,0
12350,140950,2020-03-24 14:20:39.898000-04:00,15,27,0
7613,13082,2020-02-14 08:33:39.430000-05:00,21,1,0
28879,393978,2020-06-22 17:04:21.465000-04:00,30,1,0
27993,382507,2020-05-21 12:53:07.392000-04:00,1,1,0
27017,364009,2020-05-06 19:02:31.772000-04:00,8,0,1
25275,327393,2020-04-23 18:28:37.507000-04:00,18,9,0
3654,47178,2019-09-18 22:23:47.506000-04:00,28,17,0
6395,87715,2019-12-11 14:16:33.006000-05:00,32,5,0
1886,19380,2019-08-20 21:23:21.849000-04:00,27,14,0
14117,151035,2020-03-28 19:53:48.095000-04:00,11,8,1
21306,205971,2020-04-10 16:45:55.556000-04:00,17,2,0
3543,38317,2019-09-17 11:35:35.810000-04:00,19,4,0
18419,204583,2020-04-04 12:26:35.459000-04:00,14,45,0
20626,169577,2020-04-08 22:42:29.454000-04:00,12,6,0
15588,175025,2020-03-30 20:47:51.844000-04:00,26,4,0
26645,349147,2020-05-03 19:19:45.394000-04:00,12,4,0
8803,114367,2020-03-13 12:28:47.542000-04:00,23,2,0
15012,165179,2020-03-30 11:12:32.635000-04:00,21,23,4
14112,130992,2020-03-28 19:47:43.045000-04:00,17,2,0
11805,127508,2020-03-23 07:53:40.165000-04:00,27,20,0
23617,291133,2020-04-17 13:10:42.298000-04:00,33,2,0
20927,245203,2020-04-09 15:43:57.602000-04:00,39,34,0
1941,10103,2019-08-22 09:29:55.274000-04:00,33,1,15
21060,133100,2020-04-09 22:36:56.655000-04:00,8,1,0
18928,206600,2020-04-05 21:23:06.883000-04:00,18,8,0
4335,58391,2019-10-03 18:15:09.628000-04:00,17,10,0
10480,129040,2020-03-19 11:22:52.825000-04:00,2,2,0
17422,197990,2020-04-02 15:15:13.049000-04:00,20,7,1
14412,159861,2020-03-29 17:32:49.751000-04:00,23,28,0
7739,10748,2020-02-21 00:35:26.709000-05:00,31,29,0
3751,48971,2019-09-20 12:40:54.997000-04:00,12,1,0
9631,120252,2020-03-17 10:18:47.299000-04:00,31,4,0
14522,120174,2020-03-29 20:41:55.026000-04:00,15,2,0
5536,76060,2019-11-05 16:39:00.773000-05:00,23,18,0
2242,11417,2019-08-27 23:35:35.528000-04:00,26,94,0
11284,104177,2020-03-21 11:16:31.774000-04:00,17,10,0
21191,236741,2020-04-10 12:30:59.363000-04:00,28,5,0
13314,146119,2020-03-26 16:31:37.559000-04:00,20,10,0
8976,112014,2020-03-13 20:38:14.073000-04:00,22,66,0
7501,103343,2020-02-10 11:53:51.627000-05:00,25,2,0
8832,114358,2020-03-13 13:04:32.706000-04:00,23,64,0
21053,247279,2020-04-09 21:53:43.640000-04:00,28,0,2
18667,205945,2020-04-05 13:46:26.298000-04:00,16,1,0
20581,240538,2020-04-08 18:44:10.181000-04:00,15,7,0
19222,209610,2020-04-06 11:47:53.314000-04:00,24,2,0
11130,133614,2020-03-20 16:20:12.011000-04:00,18,40,0
21090,205483,2020-04-10 08:04:13.179000-04:00,1,1,0
5413,10022,2019-10-30 11:38:47.297000-04:00,28,2,0
19254,213495,2020-04-06 12:18:16.651000-04:00,15,1,0
26464,352344,2020-05-01 11:19:14.376000-04:00,13,8,0
13468,20169,2020-03-27 01:40:14.903000-04:00,21,22,0
8805,114367,2020-03-13 12:28:47.544000-04:00,15,2,0
5596,76988,2019-11-07 07:22:23.345000-05:00,14,1,0
19377,217164,2020-04-06 14:32:48.410000-04:00,20,2,2
6441,88302,2019-12-13 09:32:02.303000-05:00,22,8,0
2120,22409,2019-08-25 23:36:24.842000-04:00,20,1,0
17059,194108,2020-04-02 08:22:33.636000-04:00,1,1,0
12506,146206,2020-03-25 09:47:15.649000-04:00,10,1,0
24578,310244,2020-04-21 08:45:55.950000-04:00,14,1,0
7199,98354,2020-01-28 08:22:29.489000-05:00,23,13,0
15225,169532,2020-03-30 13:29:53.629000-04:00,7,1,0
9014,115318,2020-03-14 19:14:58.228000-04:00,8,1,0
3823,45494,2019-09-23 08:41:11.315000-04:00,33,19,8
15786,176200,2020-03-31 09:10:12.746000-04:00,17,9,0
21546,250819,2020-04-11 23:33:01.444000-04:00,5,5,0
11580,135237,2020-03-22 14:56:24.927000-04:00,22,23,0
22863,147664,2020-04-15 09:23:55.912000-04:00,22,6,0
28722,393100,2020-06-16 11:12:16.583000-04:00,5,1,0
15739,172990,2020-03-31 06:32:01.774000-04:00,16,5,0
25147,325506,2020-04-23 13:19:45.062000-04:00,2,1,0
22418,251574,2020-04-14 00:49:32.966000-04:00,2,1,0
15772,170134,2020-03-31 08:39:51.375000-04:00,13,0,4
14439,159658,2020-03-29 18:47:24.175000-04:00,9,2,0
27909,335955,2020-05-19 20:01:31.767000-04:00,3,1,0
27248,350178,2020-05-09 21:32:58.884000-04:00,15,22,0
18412,200261,2020-04-04 11:54:48.335000-04:00,21,14,0
12942,151460,2020-03-26 10:10:25.510000-04:00,9,1,0
19876,24947,2020-04-07 13:39:17.575000-04:00,10,6,0
8902,7175,2020-03-13 14:33:55.847000-04:00,33,3,0
13996,135637,2020-03-28 12:01:52.398000-04:00,20,3,0
9188,113373,2020-03-16 09:22:43.786000-04:00,24,12,3
25477,326875,2020-04-24 21:46:10.324000-04:00,13,0,4
20659,337024,2020-04-09 09:03:24.700000-04:00,7,9,0
25190,326000,2020-04-23 14:15:09.265000-04:00,16,2,0
4347,44646,2019-10-04 08:20:13.165000-04:00,12,1,0
6874,91066,2020-01-14 07:41:21.220000-05:00,13,1,0
20889,245250,2020-04-09 14:43:48.554000-04:00,22,14,0
16756,190687,2020-04-01 14:09:49.663000-04:00,73,0,2
16974,193452,2020-04-01 20:07:33.352000-04:00,21,3,0
22562,269159,2020-04-14 11:13:05.600000-04:00,21,6,0
11091,125095,2020-03-20 15:31:40.160000-04:00,14,9,0
2592,28669,2019-09-03 06:36:44.269000-04:00,30,95,0
15146,158442,2020-03-30 12:30:33.776000-04:00,9,2,0
10329,121897,2020-03-18 22:38:44.052000-04:00,23,2,0
9694,124837,2020-03-17 10:58:38.388000-04:00,44,21,6
19072,102348,2020-04-06 08:33:08.213000-04:00,9,0,1
9471,115673,2020-03-16 17:57:21.512000-04:00,9,2,0
21235,171939,2020-04-10 14:29:35.846000-04:00,9,3,0
26549,354041,2020-05-02 11:46:17.473000-04:00,8,1,0
8220,111204,2020-03-10 13:05:54.224000-04:00,20,1,0
9112,115625,2020-03-15 20:33:07.413000-04:00,22,32,0
20268,235477,2020-04-08 11:02:40.764000-04:00,4,2,0
22239,262177,2020-04-13 16:10:39.414000-04:00,3,2,0
19647,199790,2020-04-07 07:41:53.063000-04:00,12,2,0
6146,22381,2019-12-02 08:41:59.092000-05:00,4,1,0
6884,89573,2020-01-14 11:08:04.060000-05:00,29,5,0
13597,145260,2020-03-27 10:27:21.325000-04:00,26,4,0
28797,393662,2020-06-18 15:51:40.206000-04:00,1,2,0
13851,157791,2020-03-27 16:10:03.030000-04:00,21,15,0
14461,113244,2020-03-29 18:56:57.222000-04:00,28,4,0
1650,5755,2019-08-16 10:34:39.044000-04:00,32,59,0
6628,86956,2020-01-02 09:51:04.990000-05:00,13,16,0
11211,133736,2020-03-20 20:29:03.519000-04:00,26,3,0
6896,53367,2020-01-14 12:50:15.925000-05:00,6,0,3
2167,22349,2019-08-26 21:12:08.352000-04:00,24,0,17
28115,367158,2020-05-26 13:16:58.126000-04:00,12,3,0
21683,10175,2020-04-12 18:49:45.957000-04:00,9,2,0
5405,73146,2019-10-30 07:41:03.678000-04:00,25,1,0
14375,159782,2020-03-29 16:46:13.013000-04:00,16,2,0
6645,90551,2020-01-04 10:25:22.623000-05:00,17,3,0
28375,388852,2020-06-03 09:27:34.434000-04:00,10,8,0
21660,244989,2020-04-12 17:57:25.927000-04:00,20,8,1
21867,251914,2020-04-13 05:54:14.707000-04:00,18,23,0
24061,298141,2020-04-19 18:17:13.091000-04:00,18,3,0
22616,222357,2020-04-14 13:03:57.895000-04:00,15,5,0
8698,112193,2020-03-13 09:38:25.194000-04:00,20,20,0
5184,70020,2019-10-23 15:32:13.031000-04:00,14,2,0
16881,192741,2020-04-01 17:36:46.782000-04:00,21,33,1
1601,6110,2019-08-15 10:30:06.739000-04:00,20,8,1
5846,80233,2019-11-18 09:41:11.604000-05:00,24,1,0
9439,117774,2020-03-16 15:56:06.436000-04:00,24,19,0
8354,86276,2020-03-11 15:05:55.075000-04:00,3,1,0
3906,51719,2019-09-24 12:04:32.153000-04:00,14,18,0
13898,158021,2020-03-27 17:53:16.386000-04:00,23,3,0
5506,58548,2019-11-05 10:24:48.036000-05:00,17,4,2
12773,149808,2020-03-25 16:05:09.355000-04:00,11,3,0
7254,100025,2020-01-29 13:51:24.925000-05:00,13,8,0
12504,146684,2020-03-25 09:43:59.238000-04:00,19,9,0
27569,9758,2020-05-13 13:41:14.652000-04:00,1,1,0
16930,182169,2020-04-01 18:29:10.955000-04:00,75,4,0
28557,385322,2020-06-10 09:38:46.557000-04:00,1,2,0
26176,344554,2020-04-29 09:24:47.881000-04:00,1,3,0
3587,45744,2019-09-17 21:45:53.277000-04:00,15,4,0
22401,265566,2020-04-13 23:32:06.496000-04:00,30,16,0
1445,12694,2019-08-12 10:26:41.494000-04:00,22,10,6
12194,146666,2020-03-24 10:38:21.438000-04:00,16,81,0
15240,169930,2020-03-30 13:40:32.801000-04:00,18,38,0
2233,24966,2019-08-27 22:52:45.179000-04:00,29,1,0
23706,295535,2020-04-17 16:04:16.467000-04:00,22,2,0
27555,306993,2020-05-13 11:49:30.570000-04:00,7,1,1
11669,135525,2020-03-22 19:13:37.523000-04:00,4,2,0
8928,114900,2020-03-13 15:37:18.694000-04:00,21,10,0
4438,59098,2019-10-07 09:48:08.485000-04:00,43,21,0
4285,57339,2019-10-02 19:31:18.402000-04:00,28,72,16
24104,298272,2020-04-19 20:37:57.270000-04:00,34,10,0
22141,259127,2020-04-13 14:02:25.033000-04:00,17,37,0
23145,284411,2020-04-15 18:03:37.769000-04:00,25,13,0
8257,111383,2020-03-10 15:29:01.597000-04:00,5,1,0
18554,204579,2020-04-04 21:22:07.134000-04:00,16,41,0
11376,134640,2020-03-21 17:48:17.455000-04:00,24,7,2
16552,20129,2020-04-01 10:19:25.455000-04:00,11,1,0
2670,30333,2019-09-04 08:35:38.460000-04:00,24,5,4
1807,15866,2019-08-19 16:56:33.296000-04:00,32,1,0
19108,208680,2020-04-06 09:39:28.152000-04:00,11,5,0
10213,126110,2020-03-18 14:04:16.455000-04:00,10,3,0
7981,107634,2020-03-06 15:28:15.936000-05:00,2,1,0
25421,330625,2020-04-24 14:49:26.220000-04:00,25,4,0
13433,153768,2020-03-26 21:16:51.487000-04:00,1,1,0
21281,249318,2020-04-10 16:07:47.194000-04:00,8,17,0
4938,66619,2019-10-18 11:02:55.499000-04:00,8,25,0
8477,112889,2020-03-12 13:28:43.855000-04:00,33,48,0
7804,107411,2020-02-26 10:55:02.441000-05:00,5,2,0
11090,125095,2020-03-20 15:31:40.159000-04:00,13,8,0
16721,158099,2020-04-01 13:39:11.072000-04:00,22,21,1
1035,10473,2019-07-24 12:18:16.061000-04:00,34,14,3
11193,133996,2020-03-20 19:40:03.746000-04:00,23,6,0
15624,175151,2020-03-30 21:12:43.616000-04:00,17,2,0
20592,240762,2020-04-08 19:29:28.996000-04:00,6,16,0
27823,370269,2020-05-18 12:50:18.308000-04:00,12,2,0
17196,196071,2020-04-02 11:53:11.357000-04:00,17,26,0
25056,286777,2020-04-23 09:42:16.750000-04:00,2,1,0
26338,349127,2020-04-30 10:31:42.838000-04:00,16,1,0
21869,251914,2020-04-13 05:54:14.709000-04:00,33,20,0
4779,63857,2019-10-15 08:22:42.186000-04:00,17,2,0
9767,118418,2020-03-17 11:53:15.989000-04:00,26,9,0
7558,104174,2020-02-12 11:40:43.863000-05:00,33,2,0
5459,74443,2019-11-01 13:18:41.285000-04:00,24,4,0
3106,10900,2019-09-11 06:38:15.389000-04:00,26,0,9
4994,67084,2019-10-20 20:28:49.945000-04:00,8,6,0
1531,10780,2019-08-14 09:47:28.709000-04:00,30,74,0
22371,140957,2020-04-13 20:36:27.276000-04:00,11,2,0
8082,110528,2020-03-09 13:17:55.043000-04:00,22,23,0
1274,10498,2019-08-06 09:51:04.953000-04:00,15,3,0
12500,145771,2020-03-25 09:39:03.389000-04:00,17,47,0
13202,153304,2020-03-26 14:31:34.291000-04:00,37,8,0
22752,114641,2020-04-14 17:05:59.540000-04:00,2,1,0
4441,59440,2019-10-07 10:06:00.965000-04:00,13,2,0
2822,10959,2019-09-06 15:18:24.259000-04:00,23,28,0
15392,172150,2020-03-30 15:28:38.641000-04:00,16,1,0
8935,114909,2020-03-13 15:47:14.390000-04:00,31,7,0
1759,8740,2019-08-19 10:32:20.665000-04:00,14,6,0
25685,333403,2020-04-27 04:51:17.942000-04:00,24,0,2
19864,228144,2020-04-07 13:24:22.433000-04:00,29,5,0
16440,186098,2020-04-01 05:54:43.089000-04:00,24,6,0
17191,178321,2020-04-02 11:50:36.088000-04:00,18,18,0
18230,203658,2020-04-03 16:38:47.879000-04:00,24,17,0
5137,69041,2019-10-22 18:20:44.028000-04:00,33,10,0
2795,4623,2019-09-06 08:46:28.137000-04:00,18,3,1
16928,193000,2020-04-01 18:25:23.858000-04:00,29,24,0
21905,249100,2020-04-13 08:55:03.774000-04:00,22,2,0
15524,174253,2020-03-30 18:37:10.169000-04:00,8,10,0
17198,196087,2020-04-02 11:53:35.096000-04:00,1,1,0
2946,33653,2019-09-09 12:58:16.450000-04:00,29,18,0
8410,112453,2020-03-12 10:14:22.024000-04:00,26,3,0
3914,51795,2019-09-24 12:17:18.897000-04:00,20,12,0
11019,126982,2020-03-20 13:51:27.466000-04:00,1,1,0
5552,74718,2019-11-05 19:34:56.651000-05:00,24,8,0
11240,132338,2020-03-20 23:58:54.499000-04:00,3,1,0
10426,103872,2020-03-19 10:31:06.392000-04:00,10,2,0
23724,200844,2020-04-17 16:57:29.948000-04:00,20,5,3
8465,112878,2020-03-12 13:05:38.217000-04:00,16,4,1
21547,172868,2020-04-12 00:39:43.920000-04:00,1,1,0
7267,61884,2020-01-30 08:21:05.997000-05:00,20,1,0
6069,83416,2019-11-25 17:46:26.428000-05:00,20,1,0
28106,384346,2020-05-26 09:28:17.359000-04:00,19,1,0
13306,153795,2020-03-26 16:06:35.202000-04:00,8,7,0
1516,10006,2019-08-13 15:19:48.202000-04:00,24,4,12
21500,246518,2020-04-11 18:05:25.479000-04:00,19,2,0
9383,84953,2020-03-16 13:37:38.141000-04:00,12,5,0
10464,128749,2020-03-19 11:10:48.006000-04:00,24,6,0
8836,243887,2020-03-13 13:23:35.839000-04:00,28,18,0
19506,219469,2020-04-06 17:39:13.512000-04:00,3,23,0
9318,117082,2020-03-16 11:38:27.485000-04:00,34,45,0
15183,163311,2020-03-30 12:58:25.709000-04:00,13,5,0
12028,132404,2020-03-23 14:20:39.425000-04:00,14,6,0
24596,310830,2020-04-21 09:47:14.115000-04:00,1,1,0
11347,134531,2020-03-21 15:21:58.247000-04:00,19,5,0
9474,115673,2020-03-16 17:57:21.515000-04:00,5,2,0
21930,162477,2020-04-13 09:45:47.786000-04:00,14,59,0
2262,24722,2019-08-28 09:25:00.590000-04:00,9,6,0
4895,64973,2019-10-17 12:58:21.745000-04:00,27,2,0
10445,128820,2020-03-19 10:48:19.170000-04:00,1,1,0
19060,200223,2020-04-06 08:06:21.817000-04:00,15,28,0
12940,151460,2020-03-26 10:10:25.500000-04:00,9,1,0
19991,151037,2020-04-07 15:43:25.097000-04:00,9,2,0
14799,162768,2020-03-30 10:01:49.662000-04:00,13,39,0
7865,60394,2020-02-29 10:30:05.961000-05:00,5,1,0
19303,214975,2020-04-06 13:11:05.566000-04:00,19,2,0
21430,250326,2020-04-11 11:52:14.532000-04:00,34,2,0
10310,118574,2020-03-18 20:30:57.209000-04:00,15,19,0
8747,113965,2020-03-13 10:40:44.802000-04:00,16,1,0
26995,333298,2020-05-06 14:34:57.969000-04:00,14,4,0
11274,134089,2020-03-21 10:44:58.203000-04:00,11,17,0
12556,147474,2020-03-25 10:55:32.860000-04:00,1,1,0
4562,61487,2019-10-09 08:59:15.796000-04:00,16,1,0
17870,201101,2020-04-03 11:08:53.793000-04:00,20,17,0
1341,10453,2019-08-07 22:32:16.149000-04:00,36,66,40
4866,222457,2019-10-16 20:04:51.027000-04:00,21,14,0
24238,299141,2020-04-20 07:54:49.838000-04:00,17,11,0
24789,233146,2020-04-21 22:27:09.518000-04:00,31,7,0
